GENE	Rhtseq	Ihtseq	Rcuff	Icuff	Rmlwl	Imlwl	Rgy	Igy	Ryn	Iyn	Rmyn	Imyn	Rma	Ima
ADAMTS1-1	0	2	1.62716	1.6238	5.33071	NA	50	50	NA	NA	NA	NA	49.4362	48.6412
ADAMTS10-1	25	12	0.632003	0.514114	1.55935	5.81503	2.09912	6.28868	1.64982	4.58645	1.64982	4.58659	2.02388	6.53721
ADAMTS12-1	3	3	2.54222	3.78989	1.20412	0.475084	1.44769	0.452931	1.33921	0.324769	1.50515	0.324786	1.46565	0.457066
ADAMTS13-1	0	0			1.28444	0.716311	1.39477	0.764821	1.21759	0.682291	1.0258	0.728775	1.6442	0.80877
ADAMTS14-1	4	0	0.0716255	0.0689289	0.166162	0.890808	0.571586	1.0943	0.395407	1.0877	0.39521	1.12555	0.56554	1.09052
ADAMTS15-1	14	0	1.19698	1.44803	0.633432	0.573922	0.689175	0.593881	0.653609	0.553964	0.657313	0.572169	0.671183	0.609914
ADAMTS17-1	2	1			1.11284	1.82787	1.33146	1.92822	1.19886	1.97614	1.2983	2.05901	1.38298	1.90483
ADAMTS18-1	0	0	0.378601	0.0710468	0.903788	0.182638	0.883975	0.159241	0.811615	0.158566	0.815056	0.15853	0.891121	0.138941
ADAMTS19-1	1	0	1.02597	1.73695	0.78196	0.902599	0.914315	1.01998	0.950595	0.920118	0.985417	1.00808	0.923092	1.05042
ADAMTS2-1	2	0	0.464326	0.833938	1.00882	0.618731	1.02672	0.621884	0.925332	0.555238	0.776468	0.583907	0.986713	0.613836
ADAMTS20-1	11	4	4.06242	3.93262	1.22885	0.91503	1.5445	1.07097	1.60713	1.01217	1.80568	1.15534	1.51499	1.19592
ADAMTS3-1	1	5	0.205881	0.305466	1.2335	0.220023	1.58691	0.520814	1.25092	0.32186	1.20741	0.321544	1.38711	0.513376
ADAMTS5-1	0	0	0.44956	0.455137	0.430213	0.0902293	2.60384	0.346898	1.60271	0.211158	1.60258	0.211113	2.63227	0.336771
ADAMTS6-1	7	15	0.152498	0.332474	3.4594	0.757074	3.23022	0.816755	3.60265	0.864095	3.29041	0.991744	3.03569	0.728961
ADAMTS7-1	0	0	0.423913	0.349914	1.50707	3.03404	1.83085	5.25277	1.7063	2.49886	1.76782	2.49839	1.84858	5.52873
ADAMTS8-1	2	4	1.00703	2.97812	2.29209	0.642006	5.64946	0.893239	3.87127	0.844472	3.96845	0.837153	6.07405	0.893238
ADAMTS9-1	13	6	1.02985	1.31095	0.894967	1.20215	1.07594	1.4496	1.02566	1.2627	1.01807	1.23495	1.09049	1.44317
ADAMTSL1-1	3	6	0.185475	0.221593	0.994765	1.00249	1.00861	1.02632	0.995629	1.04941	1.05511	1.13566	1.01782	1.03695
ADAMTSL2-1	10	2	4.63289	5.02897	0.957904	0.680833	1.28874	0.704719	1.1511	0.729586	1.17067	0.784424	1.26439	0.777277
ADAMTSL3-1	4	0	0.776458	0.829958	0.906322	1.69743	0.957043	1.69981	0.945843	1.60108	0.993736	1.6472	0.958949	1.70363
ADAMTSL5-1	0	0	0.190709		0.581277	1.25527	1.1774	1.41641	1.04709	1.47526	1.04714	1.4659	1.18215	1.35652
ADAP1-1	42	49	0.683691	0	0.251	0.25133	0.580922	0.582948	0.372338	0.372783	0.372312	0.372759	0.535936	0.644287
ADAP2-1	1	1	0.984157	0.455227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAR-1	10	2	3.71125	2.83739	0.59223	0.670144	0.631353	0.934151	0.547034	0.846622	0.566036	0.792846	0.619217	0.917967
ADARB1-1	6	0	2.62013	3.82605	0.424998	0.381721	0.412145	0.395419	0.329233	0.49086	0.327362	0.490838	0.369633	0.397765
ADARB2-1	48	1	0.00255941	0	1.77899	-nan	1.86872	-nan	1.76258	-nan	1.53986	-nan	1.64741	-nan
ADAT1-1	79	106			1.52755	NA	50	50	NA	NA	NA	NA	50	49.9377
ADAT2-1	24	6	23.5953	22.4836	0.468967	0.601099	0.453029	0.627724	0.521111	0.638907	0.521232	0.673913	0.442575	0.599427
ADC-1	0	0	0.664499	0.94697	NA	0.558701	50	0.903044	NA	0.77292	NA	0.772838	50	0.813445
ADCK1-1	1	0	0.999758	0.830254	NA	1.63604	50	2.34672	NA	2.18923	NA	1.73221	50	2.10628
ADCK2-1	2	4	0.643964	0.65373	1.16242	0.673736	1.32685	0.76243	1.24061	0.621029	1.20933	0.677387	1.33118	0.73698
ADCK3-1	31	50	33.75	35.1942	0.637729	0.831933	0.82539	0.884682	0.522181	0.751149	0.522072	0.705794	0.824383	0.861744
ADCY1-1	12	14	0.00108457	0.00249405	NA	NA	50	50	NA	NA	NA	NA	50	50
ADCY10-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
ADCY10-2	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
ADCY2-1	4	0	0.275345	0.187479	0.648226	0.766454	0.622461	0.831542	0.417133	0.87771	0.417111	0.987159	0.584185	0.776334
ADCY3-1	18	21	0.186693	0.190648	0.276582	3.93579	0.812685	4.45129	0.595962	4.03018	0.595606	4.32035	0.820379	4.81368
ADCY5-1	245	145	1.42876	1.06703	0.643879	0.758749	0.735958	0.840339	0.756821	0.769236	0.756778	0.870679	0.705954	0.855703
ADCY7-1	113	75	0.576108	0.351259	1.31302	0.656513	1.55132	0.639245	1.46419	0.686346	1.41121	0.736429	1.5217	0.634061
ADCY8-1	0	0	0.0680585	0.0152872	NA	NA	NA	50	NA	NA	NA	NA	NA	50
ADCY9-1	47	22	43.0107		0.98163	0.687719	1.18921	0.807932	1.10483	0.700352	0.988708	0.613076	1.22179	0.75516
ADCYAP1-1	1	0	0.0186757	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
ADCYAP1R1-1	1	1	0.0105771	0	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
ADD1-1	14	5	16.9739	17.6435	0.847254	0.74691	0.964113	0.773878	0.943741	0.805483	0.910449	0.910668	0.851292	0.759597
ADD3-1	6	1	5.48268		0.562104	0.586508	0.750281	0.708734	0.661773	0.787694	0.63674	0.797208	0.727423	0.687741
ADH1C-1	302	30		0.166996	0.999706	1.29376	1.15424	1.33173	1.15083	1.21544	1.09522	1.21987	1.13965	1.2489
ADH5-1	109	101	28.4168	23.266	0.763986	0	0.821253	0.001	0.898363	-0	1.09543	-0	0.787762	0.001
ADH6-1	15	0	0	0.0138082	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
ADHFE1-1	0	0	8.16585	9.21505	0.630171	0.48226	0.65131	0.497994	0.415992	0.472069	0.415206	0.514907	0.624573	0.486623
ADI1-1	6	3	35.8921	33.259	0.118185	0.669254	0.365669	0.752342	0.250653	0.788962	0.250427	0.643216	0.364488	0.696882
ADIPOQ-1	18	8	22.7903	22.5255	NA	0.0878527	50	0.595278	NA	0.404545	NA	0.403976	50	0.558234
ADIPOR1-1	40	25	20.4769	24.7945	1.54079	NA	1.79708	50	1.24398	NA	1.24351	NA	1.74103	50
ADIPOR2-1	19	3	24.5781	30.6511	0.652616	0.79235	0.655198	1.0996	0.656912	1.00218	0.649919	0.961523	0.648521	0.996208
ADIRF-1	0	0	0	0.0161529	NA	1.32212	NA	1.33405	NA	1.19886	NA	0.944489	NA	1.06677
ADK-1	2	2	12.4069	16.0455	1.50241	0.649404	2.01021	0.710667	2.04433	0.737314	1.51065	0.710929	1.86885	0.693509
ADM-1	11	4	1.96734	1.2756	NA	NA	49.1475	NA	NA	NA	NA	NA	49.8881	NA
ADM2-1	1	0	0.152743	0.0202481	NA	NA	50	NA	NA	NA	NA	NA	50	NA
ADMP-1	0	0	0.0318337	0.060961	NA	2.07321	0.001	50	NA	NA	NA	NA	NA	50
ADNP-1	62	68	9.97088	10.1171	0.292739	0.360065	0.27901	0.374401	0.284046	0.372922	0.324291	0.375512	0.252751	0.364708
ADNP2-1	15	10	1.50594	1.2905	0.960516	0.795874	0.986314	0.692472	1.07868	0.705035	1.15341	0.825685	0.984012	0.682846
ADORA1-1	30	416	0.56861	0	5.18027	1.13005	6.61035	1.28249	5.22462	1.31184	4.71108	1.30474	6.26317	1.1718
ADORA2A-1	2	2	0.636676	0.718499	1.1817	0.600982	1.18322	0.568888	1.10591	0.52699	1.05075	0.487303	1.12136	0.544053
ADORA2B-1	0	1	1.30888	0.958956	NA	1.87201	50	2.05062	NA	1.58662	NA	1.58593	50	2.1619
ADORA3-1	0	0	0.149008	0.102743	NA	NA	50	0.001	NA	NA	NA	NA	50	NA
ADPGK-1	8	15	1.36812	1.70277	0.39424	NA	0.963333	50	0.59099	NA	0.590883	NA	0.973681	50
ADPRH-1	96	39	21.5272	23.2271	0.78703	0.291029	0.942177	0.287708	0.90256	0.273742	0.910262	0.258854	0.964659	0.286427
ADPRHL1-1	23	1	10.4841	0.734822	0.417873	0.488744	0.29372	0.38227	0.33414	0.519743	0.282973	0.570735	0.387057	0.452691
ADPRHL2-1	4	2		11.1878	NA	NA	50	50	NA	NA	NA	NA	50	50
ADRA1A-1	3	0	0.0197529	0.0717212	1.91456	0.753947	2.6808	0.803451	2.60263	0.689233	2.05588	0.68888	2.4429	0.658108
ADRA1B-1	1	0	0.101289	0.0938861	0.432625	0.252133	1.05386	0.386927	0.653228	0.314942	0.652943	0.314484	1.00124	0.356393
ADRA1D-1	0	0	0.118231	0.192667	0.362191	2.04091	0.770059	2.07243	0.535483	1.37866	0.534985	1.37914	0.750833	1.66111
ADRA2A-1	1	0	0.730782	0.15828	0.449335	0.235483	0.434553	0.272776	0.496387	0.295803	0.443349	0.322289	0.412845	0.282263
ADRA2B-1	0	0	0	0.00462317	-nan	0.400944	-nan	0.73026	-nan	0.753596	-nan	0.76116	-nan	1.29265
ADRA2C-1	0	0	0.0156355	0.0261477	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
ADRB1-1	16	7	0.769468	0.440722	1.43179	2.10671	1.74659	2.32269	1.3701	2.23646	1.37227	2.17418	1.70788	2.28338
ADRB2-1	15	6	3.98367	4.92306	0.742427	4.13933	0.686383	3.9113	0.502438	2.87831	0.501899	2.87563	0.684953	3.91393
ADRBK1-1	4	0	2.06424	2.12355	0	NA	0.001	NA	-0	NA	-0	NA	0.001	NA
ADRBK2-1	2	7			1.24597	2.01651	1.63797	2.40308	1.56973	2.37636	1.46086	2.51662	1.46825	2.33996
ADRM1-1	8	4	55.9895	48.7065	NA	4.26632	50	44.2517	NA	NA	NA	NA	50	48.5521
ADSL-1	90	27	334.533	318.013	1.20212	1.08071	1.53222	1.26927	1.51948	1.16954	1.62277	1.21141	1.59049	1.24613
ADSS-1	2	4	10.5823	10.9363	2.27982	2.94277	50	3.10406	NA	3.12765	NA	2.50831	50	2.91689
ADSSL1-1	148	114	141.343	258.593	0.404113	0.979533	0.384235	1.04159	0.333685	0.976604	0.305352	0.86722	0.364125	0.983122
AEBP2-1	2	2	2.63612	2.62995	0.236408	0.486436	0.211114	0.494043	0.206277	0.380418	0.171702	0.461478	0.206254	0.524689
AEN-1	2	0	2.24943	1.74898	0.103515	2.19279	0.484653	50	0.410065	NA	0.409601	NA	0.473683	49.7527
AES-1	8	1	18.5951	12.6308	NA	NA	50	50	NA	NA	NA	NA	50	48.5954
AFAP1-1	2	5	2.08174	1.50118	1.38632	1.08086	1.48967	1.05065	1.48625	0.688754	1.54108	0.688473	1.45907	0.978629
AFAP1L1-1	33	32	0.968443	1.00309	0	1.02123	0.001	1.94405	-0	1.72738	-0	1.71397	0.001	1.9357
AFAP1L2-1	34	20	3.07791	2.67878	0.524673	2.94753	0.494009	6.0574	0.561659	3.85371	0.508487	4.04757	0.434061	5.95
AFF1-1	95	40	11.7279	12.4504	0.897323	0.618402	1.0956	0.681149	0.997737	0.690737	0.944295	0.674605	1.03306	0.681117
AFF2-1	8	2	1.16367	0.993315	0.487127	2.8989	0.474663	3.57851	0.470818	3.6849	0.413997	3.14247	0.439479	3.2713
AFF3-1	51	38	1.83342	0.562887	0.643875	1.0576	0.673782	1.26937	0.634767	1.274	0.589712	1.25688	0.660659	1.271
AFF4-1	7	7	6.47352	6.84776	0.918168	0.454714	1.32124	0.819263	1.25994	0.67783	1.19578	0.677884	1.30276	0.82434
AFG3L2-1	85	31	23.2579	23.3472	0.518077	0.59684	0.562468	0.797011	0.543854	0.72131	0.465017	0.659003	0.525476	0.677938
AFMID-1	3	1	1.75495	2.50587	0.80311	0.731467	0.972219	0.864025	0.891472	0.715592	0.886051	0.67075	0.939407	0.696072
AFP-1	0	2	0	0	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA
AFTPH-1	15	2	0	4.21793	1.29572	0.693683	1.5133	0.777429	1.56353	0.752546	1.84114	0.755647	1.62551	0.763581
AGA-1	2	2	6.53074	6.82703	0.88817	2.00641	1.18713	2.31155	0.924474	2.0843	0.970357	2.05105	1.14073	1.88249
AGAP1-1	13	2	1.89209	1.76752	1.00692	1.36654	1.0369	1.68718	0.997045	1.91588	0.989712	1.92137	1.04511	1.63333
AGAP3-1	1	2	4.06423	4.26303	2.08992	0.76144	6.74751	0.988852	4.17537	0.934416	4.29915	1.03096	7.62475	0.951659
AGBL1-1	13	5	0.828645	1.01332	0.626718	1.30585	0.579595	1.62778	0.592955	1.45062	0.59995	1.5043	0.577011	1.6336
AGBL2-1	1	0	0.0147179	0.00338346	NA	NA	50	NA	NA	NA	NA	NA	50	NA
AGBL3-1	14	7	0.00642712	0.0123142	0.705242	0.247965	50	0.521545	NA	0.363487	NA	0.362635	48.6322	0.481775
AGBL4-1	14	8	0.55764	0.242793	0.888139	1.12836	0.985885	1.15656	0.940692	1.11099	0.996024	1.13281	1.01405	1.16709
AGBL5-1	92	89	0	0.223083	0.887266	0.860132	1.01775	1.5605	0.858882	1.47265	0.856609	1.39874	1.12845	1.48597
AGFG1-1	45	12			1.3855	1.07034	2.07539	1.0934	1.96932	1.20776	1.7521	1.22258	1.88336	1.05197
AGGF1-1	1942	1661	4.93931	4.7449	1.25186	2.04767	1.27458	2.0869	0.915875	1.8482	0.915663	1.99857	1.19105	2.23298
AGK-1	644	467	16.9255	18.799	0.807225	2.0127	0.817523	2.88461	0.85305	2.28165	0.813695	2.19319	0.859801	2.17598
AGMAT-1	26	10	0		0	0.391995	0.001	0.421868	-0	0.433352	-0	0.432477	0.001	0.378148
AGMO-1	2	0	0.0800011	0.131527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGPAT1-1	0	0	0.00590038	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
AGPAT2-1	7	10	1.85894	1.01735	1.55687	0.881413	2.38973	1.29403	2.08071	1.1791	1.72141	1.00094	1.88043	1.04759
AGPAT3-1	27	38	8.317	10.8745	0.99884	2.01799	1.05249	2.63525	1.02403	2.40642	0.991322	2.29207	0.996926	2.52897
AGPAT4-1	10	3	0.315944	0.246651	0.789706	1.19442	0.91185	1.22074	1.19361	1.09957	1.33699	0.99772	0.850716	1.16127
AGPAT5-1	11	4	20.7764	29.5305	1.07449	4.30148	1.11543	4.2278	1.06918	6.72633	1.02614	5.97548	1.09756	4.98178
AGPAT6-1	2	0	9.17906		0.341982	0	0.513517	0.001	0.390059	-0	0.388294	-0	0.511254	0.001
AGPAT9-1	0	2	7.20242	5.54529	1.23628	0.597697	1.33622	0.626788	1.16929	0.534867	1.03462	0.588735	1.27046	0.563715
AGPHD1-1	41	27	2.1461	1.36713	0.31178	0.265096	0.306486	0.519518	0.256915	0.382144	0.255889	0.381785	0.291503	0.625662
AGPS-1	5	0			1.55687	0.682909	1.75181	0.61566	1.53489	0.687673	1.45823	0.655278	1.59173	0.591325
AGR2-1	0	0	0.0491396	0.328237	NA	0.321013	NA	0.339028	NA	0.361567	NA	0.361774	NA	0.327189
AGR3-1	0	0	0.00863937	0	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
AGRN-1	7	2	1.25814	1.27181	0.904976	0.63827	1.00565	0.893047	0.967839	0.776101	1.02031	0.661158	0.978048	0.874331
AGRP-1	0	0	0	0.0231848	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
AGT-1	0	2	0.00237066	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGTPBP1-1	12	8	10.5773	21.9118	0.591048	2.35486	0.497087	2.32697	0.559867	1.51032	0.616647	1.51018	0.490201	2.33333
AGTR1-1	3	0	1.19231	0.729214	0.318171	0.835935	0.21496	0.809665	0.307584	0.509166	0.275942	0.50889	0.296098	0.84176
AGTR2-1	0	0	1.12936	0.751768	0.187672	0.363944	0.185781	0.389018	0.198468	0.315941	0.205726	0.264485	0.167524	0.339017
AGTRAP-1	0	0	2.55304	1.50918	0.696955	0.940137	0.952339	1.81793	0.879402	1.74474	0.921408	1.7366	0.933559	1.62691
AGXT-1	0	1	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
AGXT2-1	5198	5446	6.68128	5.75799	NA	NA	14.5929	14.5939	NA	NA	NA	NA	26.4638	28.7264
AGXT2L1-1	132	87	82.3491	119.158	2.11661	6.83632	2.28923	11.6297	2.15236	11.0579	2.22628	10.878	2.37624	11.6587
AGXT2L2-1	892	1012	2.32746	0	1.23937	1.63682	1.43904	2.14554	1.37969	2.11493	1.4548	2.02429	1.39589	2.10853
AHCTF1-1	4	0			1.09785	1.30422	1.2909	1.42328	1.19022	1.35103	0.972388	1.11316	1.19186	1.03985
AHCY-1	10	2	51.703	38.0135	0.839022	1.95249	1.10627	2.53496	0.888687	2.50684	0.928736	2.50918	1.10494	2.75957
AHCYL1-1	4	0	2.33686	2.87	0.590921	0.203542	1.26597	0.291888	1.13281	0.262914	1.24843	0.289227	1.16864	0.258531
AHCYL2-1	55	87	13.9472	19.8479	1.35017	0.695332	1.42263	0.658294	1.35113	0.760249	1.30267	0.658625	1.35577	0.668049
AHI1-1	6	1	0.670456	0.608739	0.898936	0.411504	0.864513	1.01168	0.914759	0.610693	0.792748	0.610655	0.86146	0.755651
AHR-1	1	0	1.76406	1.06642	2.02065	0.747991	2.22882	0.816721	2.41535	0.78726	2.11277	0.754441	1.94169	0.722262
AHRR-1	3	0	0.00626604	0.00360109	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
AHSA1-1	13	3	57.1419	59.8575	0.906595	0.310046	0.903362	0.284143	1.03213	0.23066	0.968231	0.229629	0.869266	0.256509
AHSA2-1	185	156	4.4718	5.51148	NA	NA	50	50	NA	NA	NA	NA	50	50
AHSG-1	0	0	0.248561	0.12153	0.457206	0.227474	1.06091	0.507714	0.702837	0.341747	0.702354	0.3415	0.797796	0.44335
AICDA-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
AIDA-1	6	2	3.71209	3.5234	0.618365	2.10146	0.562394	50	0.554221	NA	0.55038	NA	0.555217	50
AIFM1-1	10	23	22.6791	23.0683	0.798847	5.32149	1.08869	8.78638	1.02327	7.9976	1.09379	7.94776	1.01836	8.89743
AIFM2-1	170	125	5.09915	2.94674	0.772137	2.53449	0.829174	2.91374	0.722323	2.68565	0.72182	2.67606	0.725264	2.74186
AIFM3-1	4	11	0.00309741		NA	NA	NA	50	NA	NA	NA	NA	NA	50
AIG1-1	4	2	6.47317	3.88108	0.631802	2.23951	0.778745	4.03936	0.77268	3.75907	0.720338	3.92566	0.717219	3.81629
AIM1-1	8	16	0.00192996	0.00653635	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
AIM1L-1	0	4	0	0.00108735	-nan	NA	-nan	50	-nan	NA	-nan	NA	-nan	50
AIMP1-1	4	1	35.9633	31.6377	0.793625	0.778287	0.769826	0.770672	0.85122	0.73791	0.793184	0.613359	0.857494	0.700908
AIMP2-1	27	36	66.7145	70.0255	NA	NA	0.001	0.001	NA	NA	NA	NA	NA	NA
AIP-1	13	0	2.59346	2.26783	NA	NA	50	NA	NA	NA	NA	NA	46.694	NA
AIPL1-1	0	0			NA	0.533896	46.797	0.915783	NA	0.71938	NA	0.717001	48.4497	0.940281
AIRE-1	216	51			1.48628	0	1.82707	0.001	1.80236	-0	1.6694	-0	1.73929	0.001
AJAP1-1	2	2	0.0764581	0.099974	0.465592	1.17574	0.470101	1.18254	0.390776	1.09414	0.390234	1.14784	0.477585	1.17955
AK1-1	578	284	1693.19		1.69566	1.70736	1.68382	1.61958	2.04473	2.34859	1.84956	2.16522	1.65155	1.54496
AK2-1	111	101	11.4077	13.2208	0.201459	0.200958	0.218036	0.215187	0.19665	0.195141	0.196621	0.195113	0.194888	0.175725
AK3-1	2702	2088	22.7574	23.5097	NA	NA	50	50	NA	NA	NA	NA	50	47.4039
AK4-1	2	0	1.42492	0.945775	0	0.145089	0.001	0.146367	-0	0.109395	-0	0.10906	0.001	0.149523
AK5-1	22	27	0.0226026	0.0706157	0	1.04864	0.001	1.71061	-0	1.48838	-0	1.23897	0.001	1.75469
AK7-1	0	0	0	0.00579421	NA	0	NA	0.001	NA	-0	NA	-0	NA	0.001
AK8-1	0	0	0.196225	0.0056369	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
AKAP1-1	28	6	24.4664	25.4178	1.6548	1.29863	1.94023	1.43493	1.97007	1.2506	2.08977	1.26443	1.88031	1.38294
AKAP10-1	45	55	4.09364	3.76778	1.817	0.586495	2.2173	0.608863	1.85725	0.646835	2.15437	0.692109	2.13897	0.604012
AKAP11-1	0	0	1.10421	1.2046	0.855432	1.01564	0.877539	1.06418	0.962186	1.09229	0.89846	0.998691	0.848677	1.01707
AKAP12-1	5	6	6.31558	4.81853	2.74415	0.863527	2.91245	0.890079	2.7562	0.923254	2.52593	0.96544	2.72816	0.928247
AKAP13-1	6	6		1.46745	2.41633	0.963224	2.43666	1.18792	2.31878	1.07198	2.30467	0.993055	2.40478	1.16812
AKAP14-1	0	1	0.0106912	0.00950462	NA	-nan	NA	-nan	NA	-nan	NA	-nan	NA	-nan
AKAP17A-1	32	28	4.98725	6.05147	0.712582	1.28517	1.3236	1.31871	0.967018	1.15883	0.961206	1.19892	1.17334	1.16952
AKAP2-1	42	17	3.69122	3.54883	1.71734	0.534014	1.99803	0.504658	1.71818	0.51766	1.63947	0.481821	1.83403	0.523356
AKAP5-1	0	0		0.218655	NA	0.627061	50	1.34343	NA	0.922383	NA	0.92037	46.4331	1.35826
AKAP6-1	722	367	12.3881	10.1769	0.861157	0.901544	0.998593	0.949213	1.05433	0.87563	0.908004	0.899117	0.891569	1.01253
AKAP7-1	111	156	41.7475	55.9594	1.11639	0.705219	1.44894	0.844527	1.42046	0.908716	1.38366	0.813693	1.42022	0.833525
AKAP8-1	30	27	5.12799	3.82953	1.64215	0.495872	1.71815	0.498483	1.66569	0.50011	1.58982	0.497335	1.72141	0.482979
AKAP8L-1	347	181	29.4876	24.6911	0.40608	0.525534	0.415349	0.52758	0.367832	0.54974	0.36806	0.560631	0.41426	0.545081
AKAP9-1	23	54	5.36767	6.03548	0.784036	1.12248	0.718594	1.12835	0.755424	1.16248	0.736379	1.13561	0.681803	1.08566
AKD1-1	1	0	0.0025328	0	NA	-nan	50	-nan	NA	-nan	NA	-nan	50	-nan
AKIP1-1	4	3	2.6014	2.2234	0.452846	NA	0.508219	50	0.430887	NA	0.498218	NA	0.494754	50
AKIRIN2-1	14	20	26.6582	32.4078	0.987567	1.08839	0.937281	1.10647	0.898015	1.20189	0.949216	0.863485	0.935444	1.12982
AKNAD1-1	47	66	0	0.0529085	0.91335	0.480813	0.939371	0.429248	0.763336	0.38434	0.763351	0.332405	0.951013	0.538632
AKR1A1-1	29	31	17.9931	14.1136	0.716035	0.615826	0.738021	0.790819	0.736941	0.545426	0.780516	0.545247	0.736543	0.790555
AKR1B10-1	13	4	5.23785	2.16139	NA	NA	42.0951	50	NA	NA	NA	NA	46.6994	44.3297
AKR1B1L-1	5	3			0.880472	0.376409	0.847137	0.36107	0.777902	0.335024	0.671211	0.334927	0.884586	0.322292
AKR1D1-1	2	4	0.918227	0.705534	2.93283	NA	3.03492	50	2.07932	NA	2.07907	NA	3.11371	50
AKR7A2-1	29	35	23.3614	22.0038	1.35903	0.248572	1.4576	0.248302	1.42643	0.190948	1.58026	0.190022	1.73079	0.264792
AKT1-1	74	84	8.40808	8.87431	0.922364	1.64795	1.02824	1.84416	0.999092	1.62747	0.768922	1.29556	0.917724	1.50162
AKT3-1	10	10	1.94876	1.48737	2.38048	1.5508	2.8727	1.63219	3.32681	1.5877	3.58236	1.51017	2.8747	1.57204
AKTIP-1	18	4	14.0251	14.4077	0.898892	NA	50	50	NA	NA	NA	NA	50	49.66
ALAS1-1	17	14	11.4162	12.4361	0.819601	0.311761	0.860179	0.318319	0.576862	0.346679	0.576419	0.34624	0.85838	0.283177
ALB-1	4	0	0.0993855	0.0452376	0.366523	NA	0.729203	6.11871	0.618276	NA	0.617916	NA	0.78085	20.9449
ALC-1	0	0	0	0	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
ALCAM-1	27	9	3.15539	4.21449	1.4886	1.9407	1.78089	2.29716	1.63518	2.32264	1.44709	2.34985	1.55146	2.34402
ALDH18A1-1	3	4	1.897	1.51657	1.23335	0.309268	3.01466	0.299591	2.02132	0.333737	2.02122	0.333668	3.49158	0.270204
ALDH1A1-1	9	9	4.61036	24.2219	NA	NA	NA	50	NA	NA	NA	NA	NA	50
ALDH1A2-1	308	204	1.90986	1.86199	0.863106	1.02671	1.09862	1.15537	1.15108	1.11653	1.20129	1.09397	1.42986	1.03604
ALDH1A3-1	2	2	2.77541	1.95531	0.825976	0.650019	0.80847	0.718303	0.816205	0.536049	0.795246	0.450727	0.804874	0.687238
ALDH1L2-1	0	4			NA	0.211538	NA	0.518413	NA	0.319149	NA	0.319083	NA	0.468992
ALDH2-1	183	126	128.73	177.884	1.20654	0.488476	1.36135	0.510982	1.57197	0.543389	1.86609	0.516211	1.43143	0.607344
ALDH3A2-1	5	0	11.6312	9.6072	0.845148	0.362092	0.968098	0.6142	1.00643	0.564741	1.08613	0.563985	0.952473	0.564702
ALDH3B1-1	11	1	0.585294	0.221463	NA	1.04077	32.8399	50	NA	NA	NA	NA	47.6735	43.1159
ALDH4A1-1	2	2	23.2329	19.8019	NA	0.924325	50	1.17344	NA	1.13408	NA	1.06794	43.1074	1.06587
ALDH5A1-1	4	6	10.4973	11.7974	0.516801	0.769923	0.579844	0.753279	0.593059	0.735207	0.92819	0.688925	0.540077	0.751153
ALDH6A1-1	621	483	32.6312	35.5539	0.917988	0.69313	0.790334	0.656924	0.614977	0.740262	0.610303	0.65259	0.871452	0.658098
ALDH7A1-1	75	34	76.9167	73.5097	1.19308	0.522141	1.4608	0.598007	1.46712	0.674321	1.26862	0.698807	1.3704	0.613642
ALDH8A1-1	0	0	0.154064	0.0163345	0.193852	NA	0.537931	NA	0.31574	NA	0.316346	NA	0.576159	NA
ALDH9A1-1	2	9		19.3675	0.528988	NA	1.09639	50	0.762722	NA	0.762175	NA	1.01474	49.4654
ALDOB-1	5	3	0.867495	0.0852922	0.19336	NA	0.189794	NA	0.177727	NA	0.177562	NA	0.178326	NA
ALDOC-1	381	121			0.299943	NA	0.521145	50	0.426421	NA	0.42603	NA	0.581201	50
ALG1-1	0	0	1.65778	1.17265	0.400994	0.596914	0.394329	0.597485	0.405973	0.560619	0.448849	0.650628	0.383199	0.604373
ALG10-1	0	0	1.56647	1.41364	0.868968	0.827121	1.01919	0.980489	0.984609	0.926576	0.988779	0.937421	1.0261	0.988015
ALG11-1	2	0	1.14579	1.09634	0.311202	0.301622	0.302582	0.278293	0.333705	0.223401	0.333404	0.222529	0.281263	0.256643
